time_steps;Last_L;Gaskessel_1;el_Leistungsbedarf_L;el_Leistung_L;el_Leistung_ges_L
2021-01-01 00:00:00;878.891545800132;878.891545800132;0.0;0.0;0.0
2021-01-01 01:00:00;702.3666794130402;702.3666794130402;0.0;0.0;0.0
2021-01-01 02:00:00;612.5581179224271;612.5581179224271;0.0;0.0;0.0
2021-01-01 03:00:00;745.2161968333827;745.2161968333827;0.0;0.0;0.0
2021-01-01 04:00:00;755.9495531938462;755.9495531938462;0.0;0.0;0.0
2021-01-01 05:00:00;823.3678945304182;823.3678945304182;0.0;0.0;0.0
2021-01-01 06:00:00;834.328742040132;834.328742040132;0.0;0.0;0.0
2021-01-01 07:00:00;905.2012332975283;905.2012332975283;0.0;0.0;0.0
2021-01-01 08:00:00;988.4143791009716;988.4143791009716;0.0;0.0;0.0
2021-01-01 09:00:00;981.9819052716864;981.9819052716864;0.0;0.0;0.0
2021-01-01 10:00:00;1079.8839889240107;1079.8839889240107;0.0;0.0;0.0
2021-01-01 11:00:00;924.8742941552994;924.8742941552994;0.0;0.0;0.0
2021-01-01 12:00:00;954.8314528861846;954.8314528861846;0.0;0.0;0.0
2021-01-01 13:00:00;1061.2589570798996;1061.2589570798996;0.0;0.0;0.0
2021-01-01 14:00:00;720.4440911859592;720.4440911859592;0.0;0.0;0.0
2021-01-01 15:00:00;754.536671038689;754.536671038689;0.0;0.0;0.0
2021-01-01 16:00:00;940.6009033372012;940.6009033372012;0.0;0.0;0.0
2021-01-01 17:00:00;664.4127344537994;664.4127344537994;0.0;0.0;0.0
2021-01-01 18:00:00;477.4046345538591;477.4046345538591;0.0;0.0;0.0
2021-01-01 19:00:00;460.19224080310994;460.19224080310994;0.0;0.0;0.0
2021-01-01 20:00:00;780.6150923957904;780.6150923957904;0.0;0.0;0.0
2021-01-01 21:00:00;758.7661029627566;758.7661029627566;0.0;0.0;0.0
2021-01-01 22:00:00;748.5379771347871;748.5379771347871;0.0;0.0;0.0
2021-01-01 23:00:00;673.1446730743281;673.1446730743281;0.0;0.0;0.0
2021-01-02 00:00:00;937.5085115826964;937.5085115826964;0.0;0.0;0.0
2021-01-02 01:00:00;452.7792110675797;452.7792110675797;0.0;0.0;0.0
2021-01-02 02:00:00;758.9568922849771;758.9568922849771;0.0;0.0;0.0
2021-01-02 03:00:00;700.389843877047;700.389843877047;0.0;0.0;0.0
2021-01-02 04:00:00;579.2854586920554;579.2854586920554;0.0;0.0;0.0
2021-01-02 05:00:00;777.9750813414324;777.9750813414324;0.0;0.0;0.0
2021-01-02 06:00:00;883.7272691333039;883.7272691333039;0.0;0.0;0.0
2021-01-02 07:00:00;957.410481039381;957.410481039381;0.0;0.0;0.0
2021-01-02 08:00:00;1114.8484602348078;1114.8484602348078;0.0;0.0;0.0
2021-01-02 09:00:00;853.5480137919959;853.5480137919959;0.0;0.0;0.0
2021-01-02 10:00:00;886.7006472887;886.7006472887;0.0;0.0;0.0
2021-01-02 11:00:00;1135.731890106667;1135.731890106667;0.0;0.0;0.0
2021-01-02 12:00:00;701.5574248777101;701.5574248777101;0.0;0.0;0.0
2021-01-02 13:00:00;449.4568885391674;449.4568885391674;0.0;0.0;0.0
